Name,Price,Release_date,Review_no,Review_type,Tags,Description
Arena Hero,5.49,2017-01-14,62,Very Positive,"Action,Indie,RPG,Strategy,Hack and Slash,Loot,Difficult",Fight through waves of unique enemies and evolving levels. Altering your character throughout battles in the arena by grabbing upgrades and pickups that change the way you fight.
Hero Siege - Shield Lancer Class,0.69,2019-07-24,29,Mixed,"RPG,Action RPG,Pixel Graphics,Hack and Slash,Action Roguelike,Indie,Action,Adventure,Multiplayer,Co-op,2D,Local Co-Op,Roguelite,Top-Down,Bullet Hell,Roguelike,Fantasy,Controller,Difficult,Singleplayer",The Shield Lancer class
RUNNING WITH RIFLES: Veteran Pack,3.59,2022-04-18,109,Mixed,"Action,Indie",Elevate your RWR experience up a notch and become the true veteran among others with this brand new Veteran Pack
Touhou Blooming Chaos 2 - Chara Pack 3:Yukari Yakumo/Eirin Yagokoro/Yasaka Kanako/Junko/Kazami Yuka,2.03,2021-06-24,21,Positive,"Action,Adventure,RPG,Indie","This DLC is an optional playable character pack for Touhou Blooming Chaos, including Yukari Yakumo,Eirin Yagokoro,Yasaka Kanako,Junko and Kazami Yuka. Once purchased, you may use them and all their color palettes in game immediately. Hope you enjoy."
Lifeless Moon,6.49,2023-08-10,172,Very Positive,"Cinematic,Exploration,Story Rich,Sci-fi,Space,Atmospheric,3D Platformer,Action,Adventure,Walking Simulator,Third Person,Aliens,Puzzle Platformer,Post-apocalyptic,3D,First-Person,Dark,Alternate History,Realistic,Cold War","During an expedition to the Moon, two astronauts find themselves in a familiar town back on Earth. They soon discover the town is the beginning of a strange and mysterious journey..."
"BIGFOOT - WEAPON SKINS ""TOXIC LIZARD""",1.89,2022-01-18,14,Positive,"Action,Adventure,Indie,Violent","TOXIC LIZARD skin pack.

There are 5 skins available for the following weapons:

AWM

M4

Remington 700

Remington 850

Glock"
BIOMUTANT - Mercenary Class,2.19,2021-06-24,53,Mixed,"Action,RPG",The Mercenary is a special class loadout playable from start through this DLC only.
"Warhammer 40,000: Inquisitor - Martyr - Faith Undone",28.99,2018-12-04,19,Mixed,"Action,Adventure,RPG,Indie,Gore,Violent","Another wave of seditionist idea has infected an Imperial world. Fortunately, the agents of the Holy Ordos have discovered the trouble before it could spread too far. There is still time to weed out the ringleaders."
Vengeful Guardian: Moonrider,7.49,2023-01-12,357,Very Positive,"Retro,Hack and Slash,Platformer,Pixel Graphics,Action,Post-apocalyptic,2D,Arcade,2D Platformer,Metroidvania,Shooter,Side Scroller,Character Customization,Hero Shooter,Artificial Intelligence,Destruction,Mechs,Robots,Sci-fi,Combat","Vengeful Guardian: Moonrider is a side-scrolling action platformer that channels the golden age of classic 16-bit action games in a full-throttle quest for revenge.



Created to defend a totalitarian state, the Moonrider rejects its programming and now seeks vengeance on its creators."
EVERCHAINED,1.89,2024-06-19,15,Positive,"Boss Rush,Action,Souls-like,Difficult,Indie,Arcade,Action RPG,RPG,2D,Bullet Hell,Fantasy,Combat,Singleplayer,Retro","A ""souls-lite"" inspired by early 2000s' Flash games. Defeat bosses & harvest trinkets. Feed it shards & get fed upgrades. For it is your Master. Rise and follow the path, Soul of the Great Hero."
PhobLack,3.99,2024-08-09,20,Positive,"Horror,Psychological Horror,Psychological,Hidden Object,Adventure,Exploration,Action,Walking Simulator,Thriller,First-Person,Action-Adventure,Realistic,3D,Cinematic,America,Survival Horror,Dark,Dystopian ,Mystery,Demons","""I'm here to stay. But if I don't assert my presence, no one will notice me."" 

PhobLack is a horror adventure game in which you explore a haunted ruin. In a dark and enclosed mansion, restore the ability to communicate with the outside world in order to call for rescue."
The Surge 2 - The Kraken Expansion,2.67,2020-01-16,112,Mixed,"Action,RPG,Gore,Violent","Expand your Surge 2 experience with the Kraken expansion and discover a brand-new storyline! 



Welcome to the VBS Krakow, a massive decommissioned aircraft carrier retrofitted as a retreat for the rich and famous. Fight your way through a retro-themed suburban environment battling pirates and security systems aboard a desolate military vessel and find the truth behind the VBS Krakow!"
ACE COMBAT™7: SKIES UNKNOWN - ADF-01 FALKEN Set,2.99,2019-06-26,57,Very Positive,"Action,Simulation",The 2nd add-on included in the season pass for ACE COMBAT™7: SKIES UNKNOWN.
Act of War: Direct Action,2.99,2008-03-12,493,Very Positive,"RTS,Strategy,Military,Action,War,Multiplayer,3D,Political,Destruction,Top-Down,Real-Time,Politics,Singleplayer",
Temp Zero,2.99,2022-04-29,138,Very Positive,"Action Roguelike,Rhythm,Roguelike,Music,Bullet Hell,Action,Arcade,Music-Based Procedural Generation,Minimalist,Difficult,Hack and Slash,Twin Stick Shooter,Colorful,Pixel Graphics,Top-Down,Roguelite,Perma Death,2D,Indie,Combat","Temp Zero is a minimalist roguelike which mixes intense action and musical bullet hell. Fight enemies which attack to the beat, choose perks, defeat the final boss, unlock new weapons, spells & soundtracks!"
The Haunted: Hells Reach,4.99,2011-10-25,526,Very Positive,"Action,Indie,Co-op,Zombies,Multiplayer,Shooter,Online Co-Op,Singleplayer,3D,Combat,Third-Person Shooter,FPS,Hack and Slash,Third Person,Horror,Survival,Survival Horror,Controller,Demons,Blood","Winner of 2010′s Make Something Unreal contest, The Haunted: Hells Reach is a fast-paced horror game where your goal is to liberate cursed places and survive the assault of Hell."
The Seeker,4.5,2016-09-02,46,Positive,"Early Access,Action,Indie,Puzzle,Stealth,Top-Down","Welcome to the Seeker! Run, hide and hack in this indie top-down game that gives a whole new meaning to the word ""random!"" Explore a virtually infinite number of levels as you avoid dangerous turrets, enemies and alarms. Find the exit to destroy the AI and avenge all of humanity!"
Microcosmum: survival of cells,4.04,2015-07-24,1041,Very Positive,"RTS,Atmospheric,Idler,Puzzle,Sandbox,Strategy,Cute,2D,Underwater,Top-Down,Real Time Tactics,Relaxing,Casual,Action,Realistic,Colorful,Space,Tactical,Family Friendly,Logic","Microcosmum: survival of cells.

Join the wonderful and amazing world of microorganisms."
SUGURI,5.99,2014-07-01,154,Very Positive,"Anime,Bullet Hell,Action,Shoot 'Em Up,Female Protagonist,Indie,Great Soundtrack,Shooter,Difficult,Singleplayer,Cute,2D","Experience the rush of battle with the fan acclaimed Bullet-Hell shooter ""SUGURI"". You're equipped with an automatic lock-on targeting system and a unique arsenal of hyper weapons, power shields, and more. Sure, she may look cute, but when it's time to fight, it's all business."
SwarmZ,2.99,2019-11-30,335,Mixed,"Strategy,Simulation,Action,Indie,Sandbox,Zombies,Singleplayer,Post-apocalyptic,Tactical,Funny","Face massive zombie swarms in this funny post-apocalyptic tactical sandbox! Do you know what it's like to be surrounded by 100,000 zombies? Well, you're about to find out!"
Backrooms Break,4.99,2024-04-24,283,Mixed,"Destruction,Horror,Exploration,Simulation,Immersive Sim,Sandbox,Puzzle,Stealth,Physics,Survival,3D,First-Person,Psychological Horror,Action,Atmospheric,Adventure,Retro,Survival Horror,Singleplayer,Female Protagonist","Explore and break the environments of the Backrooms and Poolrooms! Utilize Thor's demolition hammer, firearms, and explosives to carve your way through the walls and entities. This isn't just another mundane walking simulator game. Now the entities are the victims. Overcome your fears with violence."
"Synth Riders: Lindsey Stirling - ""Underground"" +  Experience™",1.29,2022-04-14,10,Positive,"Action,Indie,Casual,Music,Rhythm","Underground takes you to the world of Lindsey’s 2019 album, “Artemis” which tells the story of a goddess who brings light to the darkness.  This track contrasts intense moments of fighting against our constraints with the freedoms which can be found through music and dance."
Trivia Vault: Golf Trivia,9.99,2018-03-29,50,Mixed,"Casual,Strategy,Action,Trivia,Indie,Simulation,Relaxing,Singleplayer,Replay Value,Family Friendly,Logic,Choices Matter,1990's,Golf,1980s,Time Management,Mini Golf,Word Game,Text-Based,2D","Welcome to the Trivia Vault contestant! Play as a contestant in a gameshow called Trivia Vault Golf Trivia and bring your thinking hat. Answer golf trivia questions as quickly as you can, the faster you answer the higher the cash value"
Monsters & Mortals - UK Creators,2.49,2021-04-30,55,Very Positive,"Action,Indie,Casual,Horror,Multiplayer","The UK Creator Pack is a brand new DLC for Monsters & Mortals that adds 3 new Mortal characters based on popular UK Content Creators. The Pack unlocks 8-BitRyan, Dawko, and SuperHorrorBro and their alternate skins."
LOCKED,1.29,2023-12-14,26,Positive,"Survival Horror,Adventure,Action,2D,Horror,2D Platformer,Singleplayer,1990's,Platformer,Side Scroller,Indie,Gore,Violent,Stylized,Physics,Perma Death,Female Protagonist","LOCKED in a deadly cat-and-mouse with a relentless serial killer, you must outsmart, escape, and survive in this intense 2D horror experience. Solve chilling puzzles, and stay one step ahead of a relentless pursuer. Inspired by PS1-PS2 classics and iconic horror films."
End State,8.19,2022-12-02,109,Mixed,"Strategy,Turn-Based Tactics,Action,Early Access,Character Customization,Strategy RPG,RPG,Realistic,Indie,Turn-Based Combat,Violent,Turn-Based,Tactical,Turn-Based Strategy,Military,Stealth,Isometric,War,Difficult,Singleplayer","End State is a turn-based tactics game where you manage a mercenary company tracking down a terrorists in a war-torn country. Hire, gear up and gain experience for your mercenaries. Take on rebels and criminal gangs, do side contracts and explore Brekovia."
Star Trek™ : 25th Anniversary,9.99,2015-05-08,125,Very Positive,"Adventure,Sci-fi,Point & Click,Simulation,Action,Classic,Space,Singleplayer","Beam aboard the USS Enterprise to join Captain Kirk and his intrepid crew in this classic adventure game.  Eight original missions, each styled as episodes of an imagined fourth season of Star Trek: the Original Series, featuring the voice talents of the original actors!"
Mob War Nazi Golds,0.45,2018-04-04,20,Mixed,"Action,Indie,Crime,FPS,War",Find the rival gang leader and find the Nazi Golds hidden from the past. You can progress faster with weapons hidden around and destroy rival gang members. The story will continue with free DLC.
Miner Meltdown,3.99,2017-08-02,91,Mixed,"Action,Indie,Multiplayer,2D,Platformer,Mining,Side Scroller,Pixel Graphics,Zombies,Team-Based,Great Soundtrack,Co-op,Casual,Online Co-Op,Funny,Competitive","Miner Meltdown is an action-packed team-based multiplayer game. Scour the map for minerals, upgrade your gear, and attempt to blow up the opposing team all the while avoiding monsters, traps, and environmental pitfalls along the way. Maps are randomly generated and 100% destructible, so every match is a fully unique, fast-paced, and chaotic affair."
Promenade,8.19,2024-02-23,98,Very Positive,"Adventure,Cute,Platformer,Exploration,Collectathon,Singleplayer,Family Friendly,Action,Colorful,Casual,Funny,Puzzle,Puzzle Platformer,Action-Adventure,Atmospheric,Controller,Cartoony,Retro,Metroidvania,2D Platformer","Go on an adventure in a world packed with secrets helped by your friend, a poulp with many abilities. Explore, solve puzzles, wander across dungeons, blast through races and much more in this cute game inspired by the best 3D platformers"
Trivia Vault: Fashion Trivia,9.99,2018-05-25,55,Mixed,"Casual,Simulation,Action,Trivia,Word Game,Indie,Relaxing,Family Friendly,Logic,2D,Singleplayer,Replay Value,Text-Based,Time Management,1980s,Choices Matter,Point & Click,Strategy,Story Rich","Welcome to the Trivia Vault contestant! Play as a contestant in a gameshow called Trivia Vault Fashion Trivia and bring your thinking hat. Answer fashion trivia questions as quickly as you can, the faster you answer the higher the cash value"
Eat Colors,1.03,2022-06-16,16,Positive,"Precision Platformer,Action,Cute,Pixel Graphics,Action-Adventure,Clicker,Platformer,Side Scroller,2D Platformer,2D,Indie,Atmospheric,Retro,Adventure,Old School,Linear,Singleplayer","Eat Colors is a precision platform game, where instead of running and jumping you throw yourself from surface to surface using just the mouse and a fluffy slime that sticks anywhere."
Interregnum: False Prophet,8.49,2024-06-18,32,Mixed,"Strategy,Turn-Based Strategy,RPG,Turn-Based Tactics,Tactical,Turn-Based,Post-apocalyptic,Singleplayer,Turn-Based Combat,Sci-fi,Tactical RPG,Strategy RPG,Aliens,Loot,Action,Futuristic,Character Customization,Isometric,Survival,America","A tactical, turn-based strategy game in a post-apocalyptic world of eternal winter. As the titular False Prophet, recruit and lead a group of survivors to a promised land. Loot, craft, and make the best of what you find."
TTV4,0.45,2022-07-07,44,Positive,"Action,Casual,Psychedelic,Arcade,Action-Adventure,Puzzle,Walking Simulator,2D,Stylized,Pixel Graphics,Roguelike,Action Roguelike,Minimalist,Abstract,Procedural Generation,Perma Death,Singleplayer,Indie",TTV4 is the latest volume of the retro hardcore maze wanderer minigame series Trip to Vinelands.
Crush the Castle Legacy Collection,5.49,2022-03-29,160,Very Positive,"Destruction,Casual,Physics,Simulation,Singleplayer,Puzzle,2D,Old School,Action,Strategy",Crush the Castle Legacy Collection is the triumphant return of the classic Armor Games physics destruction game! Let destruction reign by loading up your trusty trebuchet and showing the enemy castle who’s boss.
Monster Hunter World: Iceborne - Hairstyle: Semi-long Up,1.49,2020-03-12,13,Positive,Action,This content adds a new hairstyle for your character in Monster Hunter World: Iceborne. Change up your hairstyle for a fashionable change of pace!
Trivia Vault: Classic Rock Trivia,9.99,2017-08-18,77,Mixed,"Casual,Strategy,Action,Simulation,Indie,Trivia,Text-Based,Relaxing,Puzzle,1990's,1980s,2D,Retro,Singleplayer,Replay Value,Family Friendly,Choices Matter,Music,Story Rich","Play as a contestant in a gameshow called Trivia Vault Classic Rock Trivia.  Answer classic rock trivia questions as quickly as you can, the faster you answer the higher the cash value.  Correct answers lock in the digit code for the vault, 10 correct answers cracks the vault and awards bonus cash."
Veil of Darkness,5.49,2023-06-06,12,Positive,"Action-Adventure,Horror,Action,Isometric,Vampire,Exploration,Adventure,1990's,Narration,Nonlinear,Story Rich,Pixel Graphics,Retro,Atmospheric,Mystery,Singleplayer","Plunge into a chilling maze of terror where vampires, werewolves and zombies prowl the dead of night. Confront Kairn, whose lethal powers flow from the blood of his murdered family. Will you emerge as the final victor? Or become his final victim? Your fate will be sealed within the Veil of Darkness."
Retro Machina,7.49,2021-05-12,172,Very Positive,"Singleplayer,Action,Indie,Colorful,Emotional,Fantasy,Puzzle,Adventure,RPG,Exploration,Action-Adventure,Puzzle Platformer,Metroidvania,Story Rich,2D,Hand-drawn,Dark,Robots,Platformer,Post-apocalyptic",Retro Machina is a single-player action and exploration game set in a retro-futuristic universe. Experience the journey of a little robot as it solves intricate puzzles and begins unraveling the mysteries of a world long forgotten.
Beholgar,4.99,2022-02-05,234,Mostly Positive,"Action,Adventure,Action-Adventure,Arcade,Platformer,Metroidvania,2D Platformer,Side Scroller,2D,Pixel Graphics,1980s,1990's,Dark Fantasy,Dragons,Fantasy,Dark,Medieval,Indie,Singleplayer,Hack and Slash","Beholgar is a classically styled metroidvania action adventure. Explore caverns, ancient woods, and deadly castles; battle creatures and solve ancient mysteries at the kingdom."
6N23,0.9,2023-11-23,58,Very Positive,"2D Platformer,Action,Platformer,2D,Controller,Pixel Graphics,Fantasy,Futuristic,Casual,Singleplayer,Racing,Indie","6n23 is an action-platfomer-racing game. Rush fast as you can. Use your finger, find path. It has controls similar to a fighting game, allowing you to practice your control skills."
[Chilla's Art] Hanako | 花子さん,4.49,2020-12-12,184,Mostly Positive,"Action,Adventure,Casual,Simulation,Horror,Puzzle,Exploration,Hidden Object,Open World,Stealth,Survival,Survival Horror,Investigation,Immersive Sim,Runner,Anime,Cute,First-Person,Psychedelic,Realistic",Hanako | 花子さん is a Japanese survival horror adventure game.
UnderParty,3.99,2020-04-03,742,Very Positive,"Gore,Violent,Nudity,Sexual Content,Cartoony,2D Platformer,Female Protagonist,Cute,Platformer,Action,Anime,Adventure,Side Scroller,Indie,Mature,Difficult,2D,Controller,Metroidvania,Arcade","UnderParty is an Action Platformer game. This game is made up of a very high level of difficulty. It's very violent, so be careful."
Assassin's Creed® Origins - Deluxe Pack,2.18,2017-10-27,196,Mostly Positive,"RPG,Adventure,Action","Ancient Egypt, a land of majesty and intrigue, is disappearing in a ruthless fight for power. Unveil dark secrets and forgotten myths as you go back to the one founding moment: The Origins of the Assassin’s Brotherhood.



Upgrade your game experience with the Deluxe Pack. 



The Deluxe Pack  includes: 

- The Ambush at Sea mission.

- The Desert Cobra pack (Including 1 outfit, 2 legendary weapons, 1 legendary shield and 1 mount)

- 3 Ability points."
ONE PIECE: PIRATE WARRIORS 4 Land of Wano Pack,,2020-12-17,61,Very Positive,Action,"Get three new playable characters in Character Pack 3!



Enjoy even more ONE PIECE action with 3 characters from the Wano Country arc!"
SUPER Dungeon Muncher,2.49,2024-08-05,35,Mixed,"Action,Arcade,Runner,2D,Colorful,Cute,Pixel Graphics,Top-Down,Funny,Grid-Based Movement,Indie,Multiple Endings,Perma Death,Procedural Generation,Score Attack,Singleplayer,Difficult,Puzzle,Cartoony,Retro","Avoid becoming Muncher's next meal in this fast-paced adventure! Control your anger, this game is hard!"
The Snowboard Game,6.99,2018-04-24,294,Very Positive,"Sports,Racing,Action,Indie,Snowboarding,Snow,Simulation,Multiplayer",The snowboard game is a realistic skill based snowboard game with natural physics set in multiple immersive mountain locations and snow parks.
GIBZ,3.99,2017-04-07,1048,Very Positive,"Zombies,Shoot 'Em Up,Side Scroller,Base Building,4 Player Local,Co-op,Shooter,Arcade,Character Customization,2D,Controller,Action,Cartoony,Adventure,Combat,Online Co-Op,Singleplayer,Indie,Violent,Werewolves","Shoot, slice and surf on zombies by yourself or with friends. Fight overwhelming amounts of zombies and other monsters summoned by an evil wizard (ooOooOOOo spooky) in an early 1900s London."
Extremely Powerful Capybaras,3.49,2023-12-05,775,Mixed,"Action Roguelike,Roguelite,Bullet Hell,Arena Shooter,Top-Down Shooter,Action RPG,Roguelike,Controller,2D,Casual,Arcade,Action,RPG,Co-op,Score Attack,Singleplayer,Multiplayer,Cartoony,Local Multiplayer,Indie","Become the bullet hell as a Capybara in this roguelite adventure! Brave the chaos solo or with up to 4 friends, forge your path through hordes of enemies, gather capy-powering weapons & skills and embrace your inner capybara in this action-packed bullet heaven frenzy!"
Beat Hazard 2,7.99,2019-10-16,1330,Very Positive,"Rhythm,Music-Based Procedural Generation,Procedural Generation,Twin Stick Shooter,Music,Indie,Top-Down Shooter,Bullet Hell,Arcade,Space,Shoot 'Em Up,Action,PvP,Shooter,2D,Relaxing,Casual,Colorful,Psychedelic,Co-op",Experience your music collection as never before with this intense music driven arcade shooter. Each of your songs will have its own unique ebb and flow based on the music.
For Honor - Y8S2 Battle Pass,9.99,2024-06-13,,,"Action,Gore,Violent",The Y8S2 Battle Pass has arrived. Get 100 tiers of rewards for all heroes! Available during Y8S2 only.
Koumajou Remilia: Scarlet Symphony,10.49,2022-07-28,200,Mixed,"Action,Adventure,Soundtrack,Side Scroller,JRPG,Metroidvania,Bullet Hell,Exploration,2D,Anime,Cute,Colorful,Pixel Graphics,Story Rich,Female Protagonist,Mystery,Controller,Tutorial,Singleplayer,Indie","「Koumajou Remilia: Scarlet Symphony」 is an action side-scroller based on the world-famous 「Touhou Project」. The legendary 2009 title comes back with modern upgrades including HD remastered graphics and a number of bonus content, ready to give fans more convenient and pleasant gameplay experience."
Epic Skater 2,6.99,2018-11-08,20,Positive,"Sports,Action,Indie,Skateboarding,Platformer,Casual,Cartoony,Stylized,Character Customization,2.5D,2D,Epic,Singleplayer,Addictive,3D,Loot,Linear,Runner,Tutorial,3D Platformer",Arcade skateboarding meets fast-paced 2.5D platforming.  Blast epic combos in endless procedural skating and 40 handcrafted levels.  Over 2000 challenges and a billion clothing combinations.
Jack Holmes : Master of Puppets,5.32,2024-04-26,57,Very Positive,"Horror,Survival Horror,First-Person,Singleplayer,Atmospheric,Gore,Shooter,FPS,Psychological Horror,Action,Action-Adventure,Colorful,Combat,Cartoony,Robots,Story Rich,Linear,Thriller,Dark,Supernatural","Survival Horror in first person where you must manage your ammunition well, explore varied scenarios and face nightmarish beings, while investigating the macabre experiments with children, the result of a mind unhinged by madness and family loss."
Putin VS ISIS,0.9,2018-04-02,201,Very Positive,"Indie,Action,Casual,Psychological Horror,Sexual Content,Memes,Nudity","You play for Vladimir Vladimirovich Putin, and you need to save Syria from terrorists, for this you must fly and drop bombs on the terrorists."
PyroSlam: VR Table Tennis,2.99,2023-02-16,22,Mixed,"Sports,Action,VR,PvP,Multiplayer,Simulation,Tennis,Physics,Funny,3D,Early Access,Indie,Colorful,First-Person,Character Customization,Artificial Intelligence,Singleplayer","Power-Ups, Explosions, and Upgrades make PyroSlam the ultimate VR Table Tennis experience. Compete against players across the globe in ranked online multiplayer or battle a slew of unique AI bosses. Meticulously precise physics make every shot feel like the real deal."
Mission Pack 1: Time of the Mutants,6.19,2016-08-09,39,Positive,Action,"Prepare to challenge 26 of the most intense missions the EDF has ever faced! Some of these missions come from Earth Defense Force 2025, some are brand-new, but they all have one thing in common: They're really, really, REALLY hard. Can you survive the Time of the Mutants?"
Raindancer,0.9,2019-10-30,271,Very Positive,"Action,Indie,Adventure,RPG,Souls-like,Difficult,2D,Hand-drawn,Boss Rush","Awoken from death by The Rain itself, Bramble is tasked with bringing an end to the leaders of three rival tribes, 

and purifying their corruption against nature."
deer hunter II,1.89,2020-01-17,50,Mostly Positive,"Indie,Action,Adventure,Crafting,Open World,Survival","An archaeological survival game. Survive the desert, craft items, find remains of other players, and face your final challenge . . ."
"Warhammer 40,000: Inquisitor - Martyr - Hollow Bliss",28.99,2019-07-11,17,Mixed,"Action,Adventure,RPG,Indie,Gore,Violent","An Imperial ship with pilgrims on the deck has been quarantined due to a mysterious, Warp-related infection. At first glance this might not concern the Inquisition – however, there are obscure references to this malady in an Ordo case file, but most of the material has been corrupted. The agents of the Inquisition should examine the situation immediately."
Damsel,6.99,2018-10-19,38,Mostly Positive,"Indie,Action,Platformer,Female Protagonist,Vampire,2D,Arcade,Singleplayer,Minigames,Great Soundtrack,Comic Book,Difficult","Cause distress in this challenging fast-paced action platformer. Experience a dark cartoon world come to life as frenetic gameplay meets comic book visuals and storytelling. Dash through beautiful arenas vanquishing vampires, rescuing hostages, disarming bombs, hacking servers and much more."
MARSUPILAMI - HOOBADVENTURE,14.99,2021-11-16,199,Very Positive,"Adventure,Platformer,2D,Singleplayer,Colorful,Action,Comic Book,Family Friendly,Funny,Arcade,Exploration,Action-Adventure,Side Scroller,2D Platformer,Cartoony,Anime,Cute,Comedy,Physics,Controller",Discover the Marsupilamis as you have never seen them before in an adventure full of surprises!
Moon Dancer,6.99,2022-01-15,28,Positive,"Shoot 'Em Up,Shooter,Action,Pixel Graphics,Score Attack,Retro,Indie,Singleplayer,Casual,Arcade,2D,Anime,Difficult,Simulation,Funny,Exploration,Co-op,Visual Novel,Comedy,Sports",Moon Dancer is a vertically scrolling shmup featuring an exhilarating lock-on laser.
Arabel,0.67,2020-08-17,20,Positive,"Action,Adventure,Action-Adventure,Character Action Game,Beat 'em up,Third-Person Shooter,Third Person,Colorful,Stylized,Atmospheric,Dark Fantasy,Destruction,Fantasy,Bullet Time,Combat,Multiple Endings,Linear,Singleplayer,Indie","3D adventure game telling the story of a lost knight, searching her way out of the strange and twisted lands of the Abyss.

Safe journey to you !"
Trivia Vault: Mini Mixed Trivia 4,9.99,2017-09-21,66,Mixed,"Strategy,Action,Indie,Casual,Simulation,Trivia,Text-Based,Puzzle,Family Friendly,Choices Matter,Relaxing,Story Rich,2D,Singleplayer,Replay Value,Time Management,Point & Click","Welcome to the Trivia Vault contestant!  Play as a contestant in a gameshow called Trivia Vault: Mini Mixed Trivia 4 and bring your thinking hat.  Answer all new mixed category trivia questions as quickly as you can, the faster you answer the higher the cash value."
bit Dungeon II,2.49,2014-12-15,1386,Very Positive,"RPG,Action Roguelike,Pixel Graphics,Indie,Action,Adventure,Roguelike,Dungeon Crawler,2D,Singleplayer,Roguelite,Perma Death,Multiplayer","bitDungeon II is fast action-adventure game with a giant overworld to explore. You are a spirit in an undead world of demons. Your ""loved one's "" grave has been desecrated. Fight through these corrupted lands, and bring peace to her soul."
Unexplored,9.99,2017-02-22,545,Very Positive,"Roguelite,Action Roguelike,RPG,Indie,Adventure,Action,Procedural Generation,Dungeon Crawler,Perma Death,Replay Value,Action RPG,Great Soundtrack,Top-Down,2D,Roguelike,Singleplayer","The ROGUELITE that feels like a ROGUELIKE. Praised for its fantastically generated dungeons, real-time combat and surprising amount of content and depth. One of the BEST GAMES OF THE YEAR according to PC Gamer and VICE Waypoint."
METAL DOGS,8.19,2023-03-24,728,Very Positive,"Hack and Slash,Casual,Dog,Cute,Action Roguelike,Singleplayer,Post-apocalyptic,Action RPG,Top-Down,RPG,Controller,Procedural Generation,Action,Sci-fi,Military,Tutorial,Indie,Dungeon Crawler,3D Platformer,Roguelite","Set in a world after the destruction of humankind, the harsh battle of the combat dog ""Pochi"" begins. Explore dungeons that change every time you enter, get a wide variety of weapons, and power up your dog! Hunt the evil ""WANTED""! Enjoy exhilarating battles casually in this shooting action game."
ASTROLANCER,3.49,2024-04-19,87,Very Positive,"Singleplayer,Shoot 'Em Up,Top-Down Shooter,Pixel Graphics,Action,Retro,Anime,2D,Futuristic,Robots,Linear,Controller,Shooter,Top-Down",ASTROLANCER combines top-down shooter and shoot 'em up gameplay into one action-packed experience! Devise your own playstyle with a huge variety of weapons. Hardcore and casual players alike are welcome!
Midnight Protocol,2.79,2021-10-13,194,Very Positive,"Singleplayer,Hacking,Typing,Story Rich,Atmospheric,Turn-Based Strategy,Strategy RPG,Minimalist,Strategy,Crime,Indie,Sci-fi,Tactical RPG,Action,Programming,Turn-Based Tactics,RPG,Experimental,3D,Investigation","Midnight Protocol is a tactical narrative-driven RPG with unique keyboard-only controls. Hack into servers, beat security systems and discover encrypted secrets while you try to find answers to why and how you got doxxed."
RoboDunk,6.99,2023-09-25,57,Very Positive,"Sports,Arcade,Roguelite,Basketball,Action Roguelike,Robots,Colorful,LEGO,Action,2.5D,3D,4 Player Local,Co-op,Co-op Campaign,Local Multiplayer,Singleplayer,Local Co-Op,Combat,Character Customization,Multiplayer","DUNK FROM SPACE in the 1st basketball roguelite! Smash and blast in the replayable single player and coop campaign: buy robots, upgrade their stats and unlock tons of new skills. Choose your path among different opponents, traps and rewards.. Up to 4 players versus where every match is different!"
RoboBlitz,9.99,2006-11-07,46,Mostly Positive,"Indie,Action,Puzzle,Robots,Physics",
Ball-it Hell,1.89,2024-02-14,136,Very Positive,"Arcade,Score Attack,Bullet Hell,Souls-like,Shoot 'Em Up,Arena Shooter,Action,Casual,Baseball,2D,Minimalist,Top-Down,Beat 'em up,Abstract,Sports,Stylized,Singleplayer,Bullet Time,Indie,Procedural Generation",Dodge! Strike back! This is a fast-paced barrage arcade game. Move the character to dodge bullets. Pick the right time to strike bullets back and destroy enemies to get gold coins. Unlock more characters and powerful skills. Keep challenging yourself to get higher scores and rankings.
LOST EGG,1.89,2019-06-26,120,Very Positive,"Precision Platformer,3D Platformer,Physics,Difficult,Platformer,3D,Controller,Open World,Action,Casual,Realistic,Score Attack,Simulation,Adventure,Modern,Singleplayer,Indie,Intentionally Awkward Controls,Great Soundtrack",The first of low-price series of Kimidorisoft! A hard action adventure game depicting raw egg ecstasy and bravery.Aim for a frying pan that rolls past various stages with awkward music.
Granblue Fantasy: Relink - Color Pack 1,5.99,2024-02-01,27,Positive,Action,Unlocks color 6 for all playable characters.
WWII Online,0.0,2023-07-06,3641,Mixed,"Early Access,World War II,Free to Play,Massively Multiplayer,FPS,Action,Simulation,Multiplayer,Strategy,Open World,Shooter,First-Person,War,Realistic,Military,Wargame,Historical,Indie,Co-op,Tactical","WW2 Online is a completely player-driven simulated wargame with a first-person tactical and strategic layer. You’ll fight a global war on a single worldwide server capable of holding thousands of players. Unmatched combined arms gameplay on a massive scale, now with built-in voice comms."
Bombslinger,1.79,2018-04-11,99,Mostly Positive,"Action,Indie,Action Roguelike,Adventure,Pixel Graphics,4 Player Local,Local Multiplayer,Perma Death,Singleplayer,Western,Procedural Generation,Roguelite,Difficult,Roguelike",A Bomberman-inspired Wild West action game with bombs! A solo hardcore reinvention of the iconic explosive action!
Steel Division: Normandy 44 - Second Wave,3.99,2017-09-21,41,Positive,"Strategy,Action,Simulation","Second Wave is the first Division Pack for Steel Division: Normandy 44, expanding your tactical possibilities to dominate your enemy during the Invasion of Normandy. Take control of 4 new divisions : The American 4th Armored, the British Commando Brigade, the 9. Panzerdivision and the 16.Luftwaffe, each one of them designed to bring new flavour to the game."
